n,nsamp,error
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
16,single linkage,0.3125
16,single linkage,0.375
16,single linkage,0.25
16,single linkage,0.25
16,single linkage,0.3125
16,single linkage,0.1875
16,single linkage,0.5
16,single linkage,0.125
16,single linkage,0.4375
16,single linkage,0.4375
16,single linkage,0.25
16,single linkage,0.3125
16,single linkage,0.3125
16,single linkage,0.3125
16,single linkage,0.3125
16,single linkage,0.0625
16,single linkage,0
16,single linkage,0.1875
16,single linkage,0.25
16,single linkage,0.25
16,single linkage,0.375
16,single linkage,0.4375
16,single linkage,0.25
16,single linkage,0.4375
16,single linkage,0.25
16,single linkage,0.4375
16,single linkage,0.1875
16,single linkage,0.25
16,single linkage,0.5
16,single linkage,0.3125
16,single linkage,0
16,single linkage,0.25
16,single linkage,0.1875
16,single linkage,0.0625
16,single linkage,0
16,single linkage,0.1875
16,single linkage,0
16,single linkage,0.375
16,single linkage,0.3125
16,single linkage,0.3125
16,single linkage,0.4375
16,single linkage,0.125
16,single linkage,0.375
16,single linkage,0.3125
16,single linkage,0.25
16,single linkage,0.4375
16,single linkage,0.25
16,single linkage,0.125
16,single linkage,0.3125
32,single linkage,0.5
32,single linkage,0.28125
32,single linkage,0.40625
32,single linkage,0
32,single linkage,0.3125
32,single linkage,0.0625
32,single linkage,0.4375
32,single linkage,0.3125
32,single linkage,0
32,single linkage,0.4375
32,single linkage,0.125
32,single linkage,0.375
32,single linkage,0.21875
32,single linkage,0.03125
32,single linkage,0.40625
32,single linkage,0.15625
32,single linkage,0
32,single linkage,0.40625
32,single linkage,0
32,single linkage,0
32,single linkage,0.125
32,single linkage,0.375
32,single linkage,0.125
32,single linkage,0.5
32,single linkage,0.3125
32,single linkage,0.5
32,single linkage,0
32,single linkage,0.28125
32,single linkage,0.4375
32,single linkage,0.125
32,single linkage,0.03125
32,single linkage,0.4375
32,single linkage,0.40625
32,single linkage,0.4375
32,single linkage,0.40625
32,single linkage,0.03125
32,single linkage,0.125
32,single linkage,0.375
32,single linkage,0.3125
32,single linkage,0.40625
32,single linkage,0
32,single linkage,0.21875
32,single linkage,0.375
32,single linkage,0.4375
32,single linkage,0.09375
32,single linkage,0.5
32,single linkage,0
32,single linkage,0.4375
32,single linkage,0.3125
32,single linkage,0.0625
64,single linkage,0
64,single linkage,0.453125
64,single linkage,0.34375
64,single linkage,0
64,single linkage,0.28125
64,single linkage,0
64,single linkage,0.015625
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0.484375
64,single linkage,0.046875
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0.015625
64,single linkage,0.421875
64,single linkage,0
64,single linkage,0
64,single linkage,0.0625
64,single linkage,0.328125
64,single linkage,0
64,single linkage,0
64,single linkage,0.453125
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0.015625
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0.390625
64,single linkage,0
64,single linkage,0.4375
64,single linkage,0
64,single linkage,0.015625
64,single linkage,0
64,single linkage,0.015625
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0.4375
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0.0078125
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
16,single linkage,0.3125
16,single linkage,0.4375
16,single linkage,0.125
16,single linkage,0
16,single linkage,0.25
16,single linkage,0.1875
16,single linkage,0.3125
16,single linkage,0.375
16,single linkage,0.375
32,single linkage,0.0625
32,single linkage,0.09375
32,single linkage,0.03125
32,single linkage,0.375
32,single linkage,0.125
32,single linkage,0.28125
32,single linkage,0.375
32,single linkage,0.40625
32,single linkage,0.03125
32,single linkage,0.28125
32,single linkage,0
32,single linkage,0.4375
32,single linkage,0.46875
32,single linkage,0.4375
32,single linkage,0.1875
32,single linkage,0.40625
32,single linkage,0.3125
32,single linkage,0.0625
32,single linkage,0.375
32,single linkage,0.40625
32,single linkage,0.375
32,single linkage,0.25
32,single linkage,0.46875
32,single linkage,0.40625
32,single linkage,0.21875
32,single linkage,0.21875
32,single linkage,0.5
32,single linkage,0.375
32,single linkage,0.4375
32,single linkage,0.46875
32,single linkage,0
32,single linkage,0
32,single linkage,0.375
32,single linkage,0.375
32,single linkage,0.375
32,single linkage,0
32,single linkage,0.21875
32,single linkage,0.4375
32,single linkage,0.375
32,single linkage,0.25
32,single linkage,0
32,single linkage,0.4375
32,single linkage,0.375
32,single linkage,0.4375
32,single linkage,0.4375
32,single linkage,0.4375
32,single linkage,0.3125
32,single linkage,0.0625
32,single linkage,0.40625
32,single linkage,0.40625
64,single linkage,0.28125
64,single linkage,0.03125
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0.125
64,single linkage,0.015625
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0.390625
64,single linkage,0
64,single linkage,0.03125
64,single linkage,0.015625
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0.390625
64,single linkage,0
64,single linkage,0.015625
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0.015625
64,single linkage,0
64,single linkage,0.015625
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0.203125
64,single linkage,0
64,single linkage,0
64,single linkage,0
64,single linkage,0.015625
64,single linkage,0.40625
64,single linkage,0.265625
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0.328125
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
128,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
256,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
512,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
1024,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
2048,single linkage,0
